0,1165,34
1,2339,66
2,3250,275
3,4424,275
4,5473,375
5,6595,485
6,7534,638
7,8727,696
8,9911,743
9,10841,990
10,11788,1119
11,12853,1216
12,13937,1273
13,15010,1408
14,16055,1461
15,17299,1461
16,18356,1518
17,19324,1719
18,20448,1787
19,21642,1842
20,22695,1864
21,23860,1885
22,24932,1993
23,26082,2044
24,27183,2094
25,28134,2230
26,29258,2285
27,30253,2365
28,31427,2420
29,32457,2573
30,33562,2594
31,34613,2695
32,35782,2795
33,36811,2874
34,37857,2953
35,38952,2974
36,40016,3055
37,41170,3055
38,42327,3112
39,43499,3135
40,44701,3158
41,45785,3201
42,46655,3448
43,47627,3581
44,48725,3634
45,49885,3698
46,50795,3886
47,51814,3986
48,52879,4007
49,54011,4155
50,55105,4198
51,56113,4288
52,57121,4378
53,58174,4422
54,59101,4601
55,60176,4632
56,61205,4711
57,62281,4777
58,63316,4798
59,64448,4857
60,65608,4908
61,66693,4929
62,67798,4950
63,68962,4950
64,70128,5029
65,71069,5165
66,72177,5218
67,73273,5285
68,74372,5400
69,75507,5421
70,76526,5544
71,77532,5610
72,78603,5720
73,79629,5809
74,80741,5917
75,81784,6037
76,82978,6084
77,84194,6126
78,85193,6221
79,86393,6272
80,87456,6431
81,88515,6490
82,89531,6532
83,90471,6671
84,91596,6692
85,92791,6713
86,93932,6820
87,94979,6999
88,96109,7138
89,97221,7237
90,98215,7330
91,99176,7436
92,100250,7436
93,101391,7545
94,102565,7545
95,103608,7567
96,104711,7671
97,105827,7750
98,106881,7818
99,107904,7922
100,109071,7979
